Longitude Latitude Value
60.886377 24.131806 0.508830
60.915949 24.131806 0.511288
60.945520 24.131806 0.513268
60.975091 24.131806 0.515135
61.004662 24.131806 0.517374
61.034234 24.131806 0.519904
61.063805 24.131806 0.523191
61.093376 24.131806 0.527438
61.122947 24.131806 0.531162
61.152518 24.131806 0.532409
61.182090 24.131806 0.533046
61.211661 24.131806 0.534187
61.241232 24.131806 0.535651
61.270803 24.131806 0.537614
61.300375 24.131806 0.539651
61.329946 24.131806 0.541173
61.359517 24.131806 0.542917
61.389088 24.131806 0.546003
61.418660 24.131806 0.548275
61.448231 24.131806 0.550991
61.477802 24.131806 0.553146
61.507373 24.131806 0.555159
61.536944 24.131806 0.557354
61.566516 24.131806 0.560119
61.596087 24.131806 0.562651
61.625658 24.131806 0.565197
61.655229 24.131806 0.567375
61.684801 24.131806 0.569911
61.714372 24.131806 0.572497
61.743943 24.131806 0.574536
61.773514 24.131806 0.577818
61.803085 24.131806 0.580674
61.832657 24.131806 0.583582
61.862228 24.131806 0.587228
61.891799 24.131806 0.589420
61.921370 24.131806 0.590836
59.999241 24.137950 0.436998
60.028812 24.137950 0.438409
60.058383 24.137950 0.439312
60.087954 24.137950 0.440322
60.117526 24.137950 0.441547
60.147097 24.137950 0.444385
60.176668 24.137950 0.447299
60.206239 24.137950 0.450516
60.235810 24.137950 0.453674
60.265382 24.137950 0.457153
60.294953 24.137950 0.460640
60.324524 24.137950 0.464015
60.354095 24.137950 0.468350
60.383667 24.137950 0.470368
60.413238 24.137950 0.471976
60.442809 24.137950 0.473151
60.472380 24.137950 0.474611
60.501951 24.137950 0.476272
60.531523 24.137950 0.478245
60.561094 24.137950 0.480728
60.590665 24.137950 0.482465
60.620236 24.137950 0.484678
60.649808 24.137950 0.487745
60.679379 24.137950 0.490223
60.708950 24.137950 0.493413
60.738521 24.137950 0.496356
60.768093 24.137950 0.499038
60.797664 24.137950 0.501630
60.827235 24.137950 0.503639
60.856806 24.137950 0.504983
60.886377 24.137950 0.507638
60.915949 24.137950 0.509835
60.945520 24.137950 0.511689
60.975091 24.137950 0.513412
61.004662 24.137950 0.515556
61.034234 24.137950 0.518181
61.063805 24.137950 0.521771
61.093376 24.137950 0.525923
61.122947 24.137950 0.529193
61.152518 24.137950 0.530393
61.182090 24.137950 0.531410
61.211661 24.137950 0.532239
61.241232 24.137950 0.534026
61.270803 24.137950 0.535769
61.300375 24.137950 0.537659
61.329946 24.137950 0.539413
61.359517 24.137950 0.540828
61.389088 24.137950 0.544324
61.418660 24.137950 0.546446
61.448231 24.137950 0.549114
61.477802 24.137950 0.551328
61.507373 24.137950 0.553453
61.536944 24.137950 0.555862
61.566516 24.137950 0.558411
61.596087 24.137950 0.560755
61.625658 24.137950 0.563390
61.655229 24.137950 0.565604
61.684801 24.137950 0.568076
61.714372 24.137950 0.570986
61.743943 24.137950 0.572930
61.773514 24.137950 0.576346
61.803085 24.137950 0.579152
61.832657 24.137950 0.582088
